Title,Artist,Tempo,Loudness,Energy,Danceability,Duration,Key,Mode,Year,Hotttnesss,AvgTimbre,AvgPitches,FilteredTerms
Glory Be,R.L. Burnside,89.984,-6.944,0.0,0.0,277.78567,2,1,2004,0.48213758506501503,-1.8123098383454859,0.32507854880320397,delta blues:1.000;blues-rock:0.970;electric blues:0.967;blues:0.913;juke joint blues:0.891;chicago blues:0.891;texas blues:0.891;breakbeat:0.851;rock:0.816;downtempo:0.803;europop:0.786;big beat:0.786;future jazz:0.786;chanson:0.773;bluegrass:0.770;pop rock:0.766;smooth jazz:0.762;folk rock:0.759;deep house:0.753;alternative rock:0.744;acid jazz:0.740;soundtrack:0.735;electronic:0.732;reggae:0.723;hip hop:0.722;classic rock:0.721;indie rock:0.718;lo-fi:0.716;oldies:0.707;ska:0.703;jazz:0.696;hard rock:0.678;funk:0.676;united states:0.667;intelligent dance music:0.662;singer-songwriter:0.658;male vocalist:0.634;pop:0.625;punk:0.625;hardcore:0.606;alternative:0.574;house:0.574;industrial:0.574;noise:0.574;folk:0.574;indie:0.574;ambient:0.574;american:0.574;80s:0.574;guitar:0.574
Crossfire,Stevie Ray Vaughan,116.721,-7.805,0.0,0.0,248.78975,1,1,1992,nan,8.374627940966652,0.3703323426763403,texas blues:1.000;blues:0.867;blues-rock:0.614;modern electric blues:0.576;rock:0.479;electric texas blues:0.450;guitar:0.449;instrumental:0.380;acoustic:0.355
I Can't Be Satisfied,John Hammond,123.142,-10.7,0.0,0.0,195.3171,7,1,2002,nan,5.756931557556642,0.33195544880778016,blues:1.000;blues-rock:0.969;motown:0.929;chicago blues:0.929;rockabilly:0.912;stoner rock:0.911;folk rock:0.895;soft rock:0.891;jazz:0.873;singer-songwriter:0.871;classic rock:0.848;progressive rock:0.841;hard rock:0.833;rap:0.822;rock:0.807;indie rock:0.804;united states:0.799;alternative country:0.794;funk:0.791;female vocalist:0.785;folk:0.766;country:0.756;guitar:0.743;chicago:0.743;americana:0.726;soul:0.726;pop:0.703;ambient:0.703;acoustic:0.703;electronic:0.703;indie:0.703;60s:0.703;american:0.703;dutch:0.703;70s:0.703;german:0.663;female:0.663
Nashville Parthenon,Casiotone For The Painfully Alone,141.919,-10.93,0.0,0.0,175.72526,0,1,2006,0.7858922883883538,1.2066143107311844,0.3735849826147029,trip hop:1.000;indietronica:0.993;electro:0.985;neofolk:0.951;indie rock:0.949;folktronica:0.936;downtempo:0.930;electronic:0.927;electropop:0.902;glitch:0.899;soundtrack:0.893;hip hop:0.889;rock:0.887;synthpop:0.875;indie pop:0.875;electronica:0.872;intelligent dance music:0.866;reggae:0.863;experimental:0.862;germany:0.859;abstract:0.838;singer-songwriter:0.824;lo-fi:0.793;chill-out:0.782;united states:0.764;indie:0.763;male vocalist:0.759;pop:0.748;alternative:0.689;ambient:0.689;classical:0.689;american:0.689;00s:0.689;beautiful:0.689;california:0.689;alternative pop:0.689;duyster:0.680;sad:0.678;alternative rock:0.405
Cocain Ducks,Ec8or,95.596,-9.493,0.0,0.0,217.23383,10,0,1995,nan,14.391018105589744,0.459189713903558,hardcore techno:1.000;digital hardcore:0.948;breakcore:0.893;industrial metal:0.889;gabba:0.881;synth punk:0.881;nintendocore:0.881;trip hop:0.855;electronica:0.808;techno:0.727;female vocalist:0.693;electronic:0.666;german:0.666;industrial:0.666;noise:0.666;germany:0.641;rock:0.632;90s:0.601;punk:0.599;hardcore:0.599;acid:0.599;experimental:0.599;female vocals:0.599;epic:0.599;berlin:0.596;cyberpunk:0.550;doom metal:0.548;loud:0.541
Human Being,The New York Dolls,154.953,-9.253,0.0,0.0,344.05832,11,1,1974,0.5616924111789523,6.77096458054763,0.4149385801427351,glam rock:1.000;hard rock:0.908;protopunk:0.851;rock 'n roll:0.845;blues-rock:0.843;glam metal:0.843;garage rock:0.821;rock:0.813;rockabilly:0.800;stoner rock:0.799;punk:0.780;glam:0.777;classic rock:0.769;power pop:0.763;pop punk:0.759;new wave:0.759;alternative rock:0.755;heavy metal:0.752;progressive rock:0.745;blues:0.744;united states:0.737;emo:0.718;indie rock:0.717;album rock:0.704;new york punk:0.702;male vocalist:0.667;70s:0.658;new york:0.658;alternative:0.640;sexy:0.640;indie:0.640;80s:0.640;american:0.640;metal:0.640;classic:0.640;garage:0.640;germany:0.640;french:0.633;hardcore:0.609;lo-fi:0.609;thrash metal:0.605
The More I See You,Eliane Elias,86.091,-12.009,0.0,0.0,251.42812,7,1,2009,0.4348380902608562,-3.1750741394526427,0.30102448610711374,brazilian jazz:1.000;latin jazz:0.984;hard bop:0.927;jazz funk:0.903;vocal jazz:0.897;cool jazz:0.891;free improvisation:0.879;smooth jazz:0.868;free jazz:0.860;jazz:0.849;soul jazz:0.847;tribal house:0.824;bossa nova:0.822;flamenco:0.806;tango:0.806;merengue:0.806;rumba:0.806;trip hop:0.805;acid jazz:0.779;easy listening:0.777;neo soul:0.774;british pop:0.774;new beat:0.774;downtempo:0.769;jazz fusion:0.760;contemporary jazz:0.757;post-bop:0.753;breakbeat:0.729;world music:0.706;blues:0.704;electronic:0.701;funk:0.697;swing:0.681;female vocalist:0.677;latin:0.669;hip hop:0.661;house:0.653;singer-songwriter:0.647;brazilian:0.628;pop:0.615;piano:0.615;world:0.596;rock:0.590;ambient:0.565;folk:0.565;instrumental:0.565;soul:0.565;female:0.565;lounge:0.565
Certain Things We Do,Lost Boyz,90.218,-11.043,0.0,0.0,269.7922,7,1,1997,0.4051157216913865,8.494199128141421,0.37755134598872475,gangster rap:1.000;g funk:0.975;hip hop:0.860;east coast hip hop:0.795;rap:0.715;west coast rap:0.701;united states:0.616;new york:0.614;underground hip hop:0.603;east coast rap:0.599;east coast:0.569;underground rap:0.568;mellow:0.568;underground:0.568;hardcore rap:0.554;90s:0.534;uk hip hop:0.513;fm4:0.509;wxxl:0.471;hip hop underground:0.464;queens:0.463
Forming,The Germs,133.144,-11.506,0.0,0.0,206.05342,11,0,1977,nan,5.255734686297774,0.38810818285467386,rock:1.000;punk:0.980;los angeles:0.953;grunge:0.946;southern rock:0.944;hardcore punk:0.942;math rock:0.929;power pop:0.893;garage rock:0.889;psychedelic rock:0.888;california:0.874;new wave:0.872;alternative rock:0.867;indie rock:0.849;disco:0.845;classic rock:0.841;hardcore:0.837;progressive rock:0.834;pop rock:0.834;united states:0.831;hard rock:0.827;soundtrack:0.799;jazz:0.790;lo-fi:0.729;old school:0.707;italy:0.707;alternative:0.707;metal:0.707;american:0.707;electronic:0.707;indie:0.707;spanish:0.707;psychedelic:0.707;80s:0.707;70s:0.707;street punk:0.707;spain:0.707;american punk:0.702;american underground:0.682;experimental:0.670;classical:0.670;protopunk:0.670;old school hardcore:0.664
Mafuá,Yamandu Costa,205.317,-14.179,0.0,0.0,190.04036,2,1,0,nan,-12.930654039464509,0.26179689012985763,brazilian jazz:1.000;brazilian pop music:1.000;choro:0.975;jazz:0.743;brazilian:0.724;instrumental:0.689;brazil:0.689;acoustic guitar:0.662;folk:0.646;latin:0.646;acoustic:0.646;guitar:0.646;guitar virtuoso:0.646;soft:0.646;lusofonia:0.627;brazilian music:0.573;brasil instrumental:0.520
Driving Home For Christmas,Chris Rea,180.149,-8.531,0.0,0.0,241.162,9,1,1986,0.767727748373397,-1.5185779577255936,0.36062967957026226,soft rock:1.000;blues-rock:0.985;pop rock:0.973;country rock:0.946;singer-songwriter:0.937;europop:0.889;disco:0.876;rock:0.875;ballad:0.856;chill-out:0.847;downtempo:0.845;progressive house:0.840;r&b:0.838;classic rock:0.837;art rock:0.823;italian disco:0.816;big beat:0.816;tribal house:0.816;reggae:0.811;blues:0.803;pop:0.800;electronic:0.795;alternative rock:0.794;germany:0.788;easy listening:0.788;adult contemporary:0.787;deep house:0.784;album rock:0.782;trance:0.779;screamo:0.757;progressive rock:0.747;dub:0.744;hard rock:0.741;oldies:0.739;hip hop:0.736;synthpop:0.729;jazz:0.728;house:0.724;soundtrack:0.717;indie pop:0.715;punk:0.703;dance:0.688;soul:0.658;80s:0.658;indie:0.640;alternative:0.640;90s:0.640;acoustic:0.640;hardcore:0.608
Spooks In Space,Perrey And Kingsley,102.538,-8.541,0.0,0.0,122.64444,0,0,1966,0.4348380902608562,12.724736840074723,0.37708259754251194,easy listening:1.000;jazz funk:0.961;space age pop:0.961;big beat:0.961;electronic:0.906;blues-rock:0.883;cool jazz:0.883;texas blues:0.883;parody:0.883;experimental:0.874;abstract:0.839;rockabilly:0.828;pop:0.805;jazz:0.802;synthpop:0.792;blues:0.757;funk:0.749;electro:0.745;alternative rock:0.732;indie rock:0.723;electronica:0.706;lounge:0.686;united states:0.684;japan:0.663;rock:0.655;surf music:0.634;instrumental:0.624;classical:0.624;mondiovision:0.624;retro:0.624;big band:0.618;nederland:0.601;modern classical:0.600;rusbeh:0.567;moog:0.559;obscure:0.540;soundtrack:0.532;funk soul:0.529;space age:0.524
Tous Les Garçons Et Les Filles,Eurythmics,84.164,-6.629,0.0,0.0,207.0722,0,1,1985,0.38293509007501925,8.064786884209312,0.3234394937267624,dance rock:1.000;new wave:0.929;synthpop:0.917;rock:0.805;pop:0.773;england:0.733;london:0.733;ballad:0.626;soundtrack:0.547;electronic:0.412;soul:0.406;synth:0.391;romantic:0.386;acoustic:0.370;classic:0.358;experimental:0.348
Too Much Saturn,Francis Dunnery,124.175,-13.33,0.0,0.0,300.79955,7,1,1995,0.6104742577715245,5.538963700062278,0.32776427351656834,singer-songwriter:1.000;art rock:0.868;soundtrack:0.866;progressive rock:0.833;pop rock:0.808;alternative rock:0.805;rock:0.801;blues:0.766;male vocalist:0.744;alternative country:0.735;indie:0.720;progressive:0.706;pop:0.689;alternative:0.689;folk:0.665;instrumental:0.665;alternative pop:0.665;guitar:0.665;male:0.665;emusic:0.665;acoustic:0.623;american:0.623;british:0.623;country:0.623;european:0.623;england:0.623;christian:0.623;ost:0.623;solo:0.573;adult alternative:0.563;glasgow:0.541
Movement 4 [from Kiss] (Album Version),John Cale,137.004,-12.412,0.0,0.0,228.46649,7,1,1997,0.2265553139555314,-1.211494000657875,0.28387497492050245,experimental rock:1.000;art rock:0.983;experimental:0.813;alternative:0.750;indie:0.750;protopunk:0.749;progressive rock:0.609;no wave:0.608;new wave:0.578;soundtrack:0.514;grunge:0.509;punk:0.485;classical:0.463;rock:0.455;electronica:0.428;instrumental:0.423;pop:0.423;vocal:0.423;guitar:0.415;composer:0.406;underground:0.395;piano:0.367;acoustic:0.366;beautiful:0.365;avant-garde:0.342
Stream,Suzanne Ciani,106.33,-21.552,0.0,0.0,239.59465,7,1,0,0.4159831182884585,-3.819529967250219,0.24959604297717297,meditation:1.000;chill-out:0.923;downtempo:0.890;new age:0.880;easy listening:0.868;electronic:0.865;symphonic rock:0.864;space music:0.864;deep house:0.863;neoclassical:0.861;ambient:0.857;neofolk:0.843;smooth jazz:0.837;soft rock:0.830;acid jazz:0.811;classical:0.810;electro:0.792;dark ambient:0.792;jazz:0.788;contemporary:0.785;experimental:0.764;new wave:0.763;soundtrack:0.748;pop:0.747;trance:0.735;rock:0.734;modern classical:0.724;adult alternative:0.703;contemporary instrumental:0.699;electronica:0.698;united states:0.694;instrumental:0.694;piano:0.678;synthpop:0.623;acoustic:0.620;80s:0.620;indie:0.620;classic:0.620;country:0.620;folk:0.620;avant-garde:0.620;american:0.620;minimal:0.620;female:0.620;world:0.620;beautiful:0.620;mellow:0.620
Make Me Over,Vickie Winans,107.961,-8.686,0.0,0.0,228.93669,11,0,0,nan,14.82187075044035,0.3850004336948816,ccm:1.000;soul jazz:0.807;hip hop:0.778;italian disco:0.774;trip hop:0.754;contemporary gospel:0.698;black gospel:0.681;christmas music:0.663;jazz:0.660;female vocalist:0.647;gospel:0.638;united states:0.592;electronic:0.585;soul:0.585;holiday:0.561;house:0.552;germany:0.552;christian:0.552;funk soul:0.513;praise & worship:0.508;rnb chiqs:0.460;italian dance:0.439;evangelica:0.415;urban gospel:0.396
Deform (live),The Berzerker,174.287,-6.222,0.0,0.0,165.61587,1,1,2000,0.0,6.063413554738255,0.554106971585375,speedcore:1.000;grindcore:0.979;gabba:0.950;death metal:0.925;breakcore:0.892;industrial metal:0.882;rock:0.859;heavy metal:0.836;electronic:0.833;black metal:0.831;hardcore:0.815;viking metal:0.815;goregrind:0.815;deathgrind:0.815;extreme metal:0.815;symphonic rock:0.815;digital hardcore:0.815;technical death metal:0.807;industrial:0.806;brutal death metal:0.797;noise rock:0.784;nu metal:0.777;gothic metal:0.768;grunge:0.765;melodic death metal:0.761;disco:0.751;progressive metal:0.742;metalcore:0.735;hard rock:0.734;thrash metal:0.733;experimental:0.698;trance:0.697;techno:0.693;alternative rock:0.684;united states:0.677;punk:0.644;metal:0.625;germany:0.625;alternative:0.591;noise:0.591;german:0.591;ebm:0.591;grind:0.591;italy:0.591;drum and bass:0.562;synthpop:0.560
Wicker Chair,Kings Of Leon,116.823,-5.907,0.0,0.0,187.92444,0,1,2003,0.6859402266976852,8.601355103867265,0.29288211431117794,southern rock:1.000;alternative rock:0.860;rock:0.785;nashville:0.660;american trad rock:0.583;swamp rock:0.545;garage rock:0.529;classic rock:0.480;guitar:0.460;reggae:0.431;blues:0.422;garage:0.412;experimental:0.390;classic:0.390;pop:0.374;country:0.367;punk:0.329;acoustic:0.328;alternative:0.291;soul:0.290
An ti chans',Edith Lefel,101.972,-4.638,0.0,0.0,276.50567,0,1,0,0.0,13.486664326346581,0.38102922042244836,zouk:1.000;merengue:0.820;kizomba:0.784;zouklove:0.784;reggae:0.679;world:0.661;country:0.655;folk:0.655;r&b:0.624;french:0.571;latin:0.548;lounge:0.548;chanson francaise:0.452;reggae pop:0.403;creole:0.395
I Will Love Again (JJ's Club Radio),Taras,127.97,-5.884,0.0,0.0,200.25424,11,0,0,nan,11.438178468498666,0.3413626885347941,trance:1.000;electronic:0.886;dance:0.854;house:0.839;techno:0.805;canadian:0.742;canada:0.672;winnipeg:0.650;united states:0.638;garage house:0.596;euro-house:0.554;eurodance:0.542;alternative rock:0.337
Stickin In My Eye,NOFX,152.622,-7.787,0.0,0.0,144.50893,4,0,1992,0.6712360269845353,5.215437109314036,0.40268189372240126,punk:1.000;rock:0.889;alternative punk rock:0.840;punk pop:0.723;skate punk:0.705;punk revival:0.693;ska:0.563;reggae:0.546;hardcore punk:0.527;soundtrack:0.481;acoustic:0.416;melodic:0.415;political:0.414;experimental:0.398;pop:0.387;metal:0.330
Ota kiinni,Murskahumppa,110.787,-8.488,0.0,0.0,285.17832,7,1,0,nan,7.17703386093121,0.2622165207881395,suomi rock:1.000;humppa:1.000;hardcore punk:0.896;finish:0.805;punk:0.718;rock:0.708;hardcore:0.670;indie:0.668;power pop:0.604;finnish punk:0.592;finnish hardcore:0.554;suomipop:0.516
Entre Caníbales,Soda Stereo,112.903,-9.603,0.0,0.0,246.69995,7,1,1990,0.6261657596688281,6.491251612878739,0.29750601395046034,rock:1.000;latin pop:0.897;ska:0.754;reggae:0.689;rap:0.615;electronica:0.598;experimental:0.534;soul:0.518;pop:0.500;classic:0.498
Rosemary Recalls,Bruce Rowland,115.642,-26.266,0.0,0.0,84.03546,7,1,1985,0.0,20.531799786324786,0.21622532603890363,easy listening:1.000;chill-out:0.991;soundtrack:0.856;orchestra:0.804;classical:0.739;instrumental:0.725;groove:0.682;film music:0.586;cult:0.552;original score:0.476
Sudanese Dance,Xcultures,125.013,-6.305,0.0,0.0,273.52771,1,1,2000,0.1992382620006783,9.08886773825816,0.3448915640517839,gabba:1.000;happy hardcore:0.892;world beat:0.892;chill-out:0.892;disco:0.889;deep house:0.874;downtempo:0.862;alternative dance:0.852;tech house:0.829;world music:0.829;electronic:0.827;intelligent dance music:0.817;breakbeat:0.796;techno:0.771;ambient:0.770;house:0.750;experimental:0.735;hardcore:0.735;trance:0.712;electronica:0.711;world:0.650;new age:0.627;ethnic:0.627;synthpop:0.613;french:0.595;acid:0.587;industrial:0.587;noise:0.587;belgium:0.587;world fusion:0.587;nederland:0.563;united states:0.556;ethnic fusion:0.550;alternative rock:0.283
Where The Thunder Roars (Tales Of Wonder Album Version),White Heart,113.277,-9.998,0.0,0.0,298.84036,5,1,0,0.26586104921065007,0.5976206707374317,0.3905411431274867,ccm:1.000;christian rock:0.972;contemporary christian:0.959;pop rock:0.867;hard rock:0.859;rock:0.758;christian:0.725;pop:0.684;80s:0.684;guitar:0.684;90s:0.684;guitar hero:0.624
Wanna Be A Player,Heavy D / McGruff,96.979,-9.161,0.0,0.0,161.38404,5,0,1997,0.23773394162247466,8.183841936416185,0.4318960182047704,pop rap:1.000;hip hop:0.962;new jack swing:0.912;broken beat:0.855;europop:0.855;freestyle:0.855;deep house:0.854;dancehall:0.853;ballad:0.843;breakbeat:0.840;trip hop:0.833;reggae:0.820;soundtrack:0.813;pop rock:0.811;acid jazz:0.802;rap:0.779;electronic:0.778;world music:0.776;techno:0.760;r&b:0.749;urban:0.729;gangsta:0.729;house:0.716;jazz:0.695;united states:0.687;rock:0.679;pop:0.671;new york:0.650;germany:0.614;soul:0.614;italy:0.614;jamaica:0.614;jamaican:0.578;italian dance:0.564;euro-house:0.532;funk soul:0.514;garage house:0.442;west indies:0.427
Panama (Remastered Album Version),Van Halen,140.995,-4.865,0.0,0.0,209.29261,8,1,0,0.8244821296824321,6.424915850255993,0.4549598239642054,heavy metal:1.000;hard rock:0.983;rock:0.839;album rock:0.705;soundtrack:0.553;blues:0.502;singer:0.469;heavy:0.465;metal:0.465;guitar:0.465;classic:0.449;instrumental:0.443;pop:0.435;classical:0.400;lounge:0.359;acoustic:0.358
Let's Get It Started,Black Eyed Peas,105.206,-4.882,0.0,0.0,229.61587,11,0,2004,0.6244254932707666,5.089590772618189,0.35154870012846506,hip hop:1.000;rap:0.954;funk:0.922;r&b:0.877;pop:0.854;soul:0.787;los angeles:0.783;alternative rap:0.755;club:0.537;electro:0.475;female:0.387;electronic:0.362;acoustic:0.361;alternative:0.321
Metal,Nine Inch Nails,63.017,-12.951,0.0,0.0,426.89261,0,0,2000,0.6355366486226686,7.66432634623381,0.3113509147225764,industrial metal:1.000;alternative metal:0.993;industrial rock:0.984;alternative rock:0.846;rock:0.810;industrial:0.780;alternative:0.742;soundtrack:0.540;new wave:0.503;progressive rock:0.494;synthpop:0.460;electronic:0.424;instrumental:0.414;dark:0.401;piano:0.394;guitar:0.386;pop:0.370;progressive:0.364;ambient:0.326;metal:0.310;noise:0.308;soul:0.287;80s:0.287
She Fell Away (2009 Digital Remaster),Nick Cave & The Bad Seeds,144.603,-11.751,0.0,0.0,269.26975,9,0,0,nan,-0.6601056067405644,0.4097970630162653,rock:1.000;alternative:0.960;soundtrack:0.663;guitar:0.596;piano:0.586;classic:0.560;dark:0.554;cover:0.528;alternative rock:0.525;melodic:0.516;romantic:0.484;gothic:0.474;experimental:0.436;instrumental:0.436;punk:0.415;soul:0.415;pop:0.385;80s:0.384
Next Time,Nadine Renee,167.92,-6.693,0.0,0.0,249.41669,2,1,0,0.19878534876524423,-0.6894772870919302,0.28767448213539687,freestyle:1.000;disco:0.872;hard house:0.845;dance pop:0.845;progressive trance:0.789;house:0.776;electronic:0.766;hip hop:0.743;techno:0.742;trance:0.706;electro:0.705;club dance:0.703;female vocalist:0.695;latin:0.684;dance:0.683;pop:0.661;rock:0.653;female:0.645;spanish:0.645;female vocals:0.645;united states:0.630;italy:0.582;breakbeat:0.563;latin pop:0.543;acid house:0.529;90s rock:0.524;garage house:0.513;90s pop:0.460
It's My Party,Lesley Gore,129.122,-9.091,0.0,0.0,136.48934,9,1,1963,nan,14.709908809842169,0.3867340801255721,brill building pop:1.000;oldies:0.749;ballad:0.740;soft rock:0.720;motown:0.718;doo-wop:0.718;classic rock:0.697;easy listening:0.690;rock:0.684;emo:0.653;pop rock:0.649;female vocalist:0.646;pop:0.641;singer-songwriter:0.624;60s:0.619;blues:0.618;r&b:0.609;adult contemporary:0.598;new york:0.561;indie:0.542;alternative:0.542;american:0.542;70s:0.542;female:0.542;vocal:0.542;classic:0.542;romantic:0.542;soul:0.511;acoustic:0.511;sexy:0.511;female vocals:0.511
Complicate It,Smartbomb,132.022,-2.658,0.0,0.0,233.27302,0,1,2001,0.0,8.964368371911538,0.4258974434290178,melodic hardcore:1.000;post-grunge:0.958;hardcore punk:0.911;punk:0.839;hardcore:0.709;street punk:0.665;punk pop:0.601;alternative pop rock:0.600;pop rock:0.591;rock:0.525;fast melodic hardcore:0.505;pop:0.466;guitar:0.395
Monde De Fou,Suburbs,183.92,-4.42,0.0,0.0,187.24526,1,1,2005,0.24906579485370342,5.541702466709473,0.4152256482651737,british pop:1.000;new romantic:1.000;chill-out:1.000;string quartet:1.000;power pop:0.972;rockabilly:0.936;new wave:0.921;ska:0.884;soundtrack:0.858;funk:0.846;rock:0.782;minnesota:0.721;electronic:0.701;indie:0.701;metal:0.701;german:0.701;industrial:0.701;classical:0.701;dark:0.701;synthpop:0.659;minneapolis:0.654;adult alternative:0.636;twin cities:0.614
Opus a Satana (Part 2),Emperor,89.867,-11.051,0.0,0.0,72.61995,9,0,0,nan,5.091883145509745,0.2854532137651324,heavy metal:1.000;black metal:0.966;sympho black metal:0.952;hard trance:0.946;death metal:0.944;melodic black metal:0.940;symphonic metal:0.899;viking metal:0.885;extreme metal:0.885;trance:0.883;speed metal:0.867;folk metal:0.861;industrial metal:0.857;gothic metal:0.838;melodic death metal:0.831;power metal:0.824;doom metal:0.820;grindcore:0.818;progressive metal:0.812;dub:0.807;thrash metal:0.803;ska:0.798;rap:0.795;scandinavian metal:0.786;classic rock:0.783;electronic:0.778;progressive rock:0.777;hard rock:0.771;hip hop:0.765;germany:0.762;metal:0.748;east coast:0.743;united states:0.742;punk:0.740;electronica:0.732;norwegian:0.729;rock:0.688;indie:0.662;alternative:0.662;ambient:0.662;hardcore:0.662;experimental:0.662;avant-garde:0.662;progressive:0.662;ebm:0.662;german:0.662;industrial:0.662
